"","Gene","Category1","Category2","Subcategory","M0_w","SequenceLength","Category","M87_padj","M21_padj","PosSelM87","PosSelM21","GeneStableID","logPPI_medconf","logSeqL"
"1203","Ly96","PRR","PRR","CellWallComponents","0.5506",477,"Immune",6.09363958261569e-05,0.000148454555966711,1,1,"ENSMUSG00000025779",2.25285303097989,2.67851837904011
"1204","Lyn","intracellSignaling","Kinase","Kinase","0.0269",1536,"Immune",0.00011349663446978,1,1,0,"ENSMUSG00000042228",2.54777470538782,3.18639121569549
"1205","Lyplal1","Control",NA,NA,"0.29277",714,"Control",0.102856417211196,1,0,0,"ENSMUSG00000039246",1.67209785793572,2.85369821177617
"1206","Lyrm2","Control",NA,NA,"0.13884",264,"Control",0.181532650394408,1,0,0,"ENSMUSG00000045854",1.25527250510331,2.42160392686983
"1207","Mab21l1","Control",NA,NA,"0.00074",1077,"Control",1,1,0,0,"ENSMUSG00000056947",1.41497334797082,3.03221570329798
"1208","Mab21l3","Control",NA,NA,"0.20867",1287,"Control",0.568614086383889,1,0,0,"ENSMUSG00000044313",1.04139268515823,3.10957854690439
"1209","Macrod2","Control",NA,NA,"0.23924",1428,"Control",0.0556451840673681,1,0,0,"ENSMUSG00000068205",1.57978359661681,3.15472820744016
"1210","Madcam1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.45691",1200,"Immune",5.07222365521027e-05,0.0418342373963517,1,1,"ENSMUSG00000020310",1.86923171973098,3.07918124604762
"1211","Madd","Control",NA,NA,"0.08954",4872,"Control",0.0577221713974533,1,0,0,"ENSMUSG00000040687",1.55630250076729,3.68770727962482
"1212","Magi1","Control",NA,NA,"0.07492",4392,"Control",0.430548751851462,1,0,0,"ENSMUSG00000045095",1.56820172406699,3.64266233144204
"1213","Malt1","intracellSignaling","otherIntracellSignaling",NA,"0.11053",2502,"Immune",0.16396094781901,1,0,0,"ENSMUSG00000032688",1.78532983501077,3.3982873053574
"1214","Mamdc2","Control",NA,NA,"0.14031",2055,"Control",0.0128931669043194,1,1,0,"ENSMUSG00000033207",0.845098040014257,3.31281182621209
"1215","Maml2","Control",NA,NA,"0.22912",3234,"Control",0.0488260977115413,1,1,0,"ENSMUSG00000031925",1.80617997398389,3.50974001557038
"1216","Man2b2","Control",NA,NA,"0.27472",3018,"Control",3.42688887491842e-10,1.2822861072117e-05,1,1,"ENSMUSG00000029119",1.54406804435028,3.47971923543957
"1217","Manbal","Control",NA,NA,"0.09846",255,"Control",1,1,0,0,"ENSMUSG00000063019",1.20411998265592,2.40654018043396
"1218","Mansc1","Control",NA,NA,"0.57874",1263,"Control",0.0530951360285791,1,0,0,"ENSMUSG00000032718",1.55630250076729,3.10140335055533
"1219","Map2k1","intracellSignaling","Kinase","Kinase","0.01062",1179,"Immune",1,1,0,0,"ENSMUSG00000004936",2.48572142648158,3.07151380509509
"1220","Map2k2","intracellSignaling","Kinase","Kinase","0.02947",1200,"Immune",0.873817695436207,1,0,0,"ENSMUSG00000035027",2.08635983067475,3.07918124604762
"1221","Map2k3","intracellSignaling","Kinase","Kinase","0.03357",1041,"Immune",0.518123132479781,1,0,0,"ENSMUSG00000018932",2.02530586526477,3.01745072951054
"1222","Map2k4","intracellSignaling","Kinase","Kinase","0.02906",1182,"Immune",1,1,0,0,"ENSMUSG00000033352",1.93449845124357,3.07261747654524
"1223","Map2k6","intracellSignaling","Kinase","Kinase","0.01398",1002,"Immune",1,1,0,0,"ENSMUSG00000020623",1.88649072517248,3.00086772153123
"1225","Map3k1","intracellSignaling","Kinase","Kinase","0.09457",4461,"Immune",0.634087192396895,1,0,0,"ENSMUSG00000021754",2.15228834438306,3.64943222324162
"1226","Map3k14","intracellSignaling","Kinase","Kinase","0.15745",2823,"Immune",0.876456341979488,1,0,0,"ENSMUSG00000020941",2.06818586174616,3.45071087814692
"1227","Map3k19","Control",NA,NA,"0.39302",4539,"Control",0.000392749020022379,1,1,0,"ENSMUSG00000051590",1.25527250510331,3.65696018274285
"1228","Map3k7","intracellSignaling","Kinase","Kinase","0.02356",1818,"Immune",1,1,0,0,"ENSMUSG00000028284",2.3384564936046,3.25959387888595
"1229","Map3k8","intracellSignaling","Kinase","Kinase","0.06252",1401,"Immune",0.101742749770364,1,0,0,"ENSMUSG00000024235",1.85125834871908,3.14643813528577
"1230","Mapk1","intracellSignaling","Kinase","Kinase","0.01401",1074,"Immune",0.0419899447617927,1,1,0,"ENSMUSG00000063358",2.6159500516564,3.03100428136354
"1231","Mapk10","intracellSignaling","Kinase","Kinase","0.05674",1458,"Immune",0.00034297651551547,1,1,0,"ENSMUSG00000046709",2.43616264704076,3.16375752398196
"1232","Mapk11","intracellSignaling","Kinase","Kinase","0.02008",1092,"Immune",0.602101322524587,1,0,0,"ENSMUSG00000053137",2.30749603791321,3.03822263836872
"1233","Mapk12","intracellSignaling","Kinase","Kinase","0.04171",1101,"Immune",1,1,0,0,"ENSMUSG00000022610",2.29885307640971,3.04178731897175
"1234","Mapk13","intracellSignaling","Kinase","Kinase","0.03885",1098,"Immune",0.551289933453171,1,0,0,"ENSMUSG00000004864",2.2380461031288,3.04060234011407
"1235","Mapk14","intracellSignaling","Kinase","Kinase","0.00653",1080,"Immune",1,1,0,0,"ENSMUSG00000053436",2.84633711212981,3.03342375548695
"1236","Mapk1ip1","Control",NA,NA,"0.53745",792,"Control",0.00167703815919275,0.0550725088919163,1,0,"ENSMUSG00000041775",0.698970004336019,2.89872518158949
"1237","Mapk3","intracellSignaling","Kinase","Kinase","0.0138",1137,"Immune",0.0111634405751683,1,1,0,"ENSMUSG00000063065",2.94448267215017,3.05576046468773
"1238","Mapk6","Control",NA,NA,"0.07319",2163,"Control",0.0197575832719176,1,1,0,"ENSMUSG00000042688",2.00860017176192,3.33505651943909
"1239","Mapk7","intracellSignaling","Kinase","Kinase","0.06318",2379,"Immune",0.108044700981321,1,0,0,"ENSMUSG00000001034",2.10380372095596,3.37639444203727
"1240","Mapk8","intracellSignaling","Kinase","Kinase","0.01535",1281,"Immune",1,1,0,0,"ENSMUSG00000021936",2.66275783168157,3.10754912974469
"1241","Mapk9","intracellSignaling","Kinase","Kinase","0.01443",1269,"Immune",0.507672540600819,1,0,0,"ENSMUSG00000020366",2.52244423350632,3.1034616220947
"1242","Mapkapk2","intracellSignaling","Kinase","Kinase","0.00962",1149,"Immune",1,1,0,0,"ENSMUSG00000016528",1.77815125038364,3.06032002868829
"1243","Mapkapk3","intracellSignaling","Kinase","Kinase","0.06507",1152,"Immune",1,1,0,0,"ENSMUSG00000032577",1.50514997831991,3.06145247908719
"1244","Marchf1","intracellSignaling","Ubiquitinase","Ubiquitinase","0.29328",1614,"Immune",0.121636187247453,1,0,0,"ENSMUSG00000036469",1.14612803567824,3.20790353038605
"1245","Marchf4","Control",NA,NA,"0.09889",1209,"Control",1,1,0,0,"ENSMUSG00000039372",1.23044892137827,3.08242630086077
"1246","Marchf8","intracellSignaling","Ubiquitinase","Ubiquitinase","0.24802",1710,"Immune",0.188628527225507,1,0,0,"ENSMUSG00000025702",1.30102999566398,3.23299611039215
"1247","Masp1","extracellProteaseInhib","extracellProteaseInhib",NA,"0.07131",2184,"Immune",0.848279739555683,1,0,0,"ENSMUSG00000022887",1.73239375982297,3.3392526340327
"1248","Masp2","extracellProteaseInhib","extracellProteaseInhib",NA,"0.2793",2040,"Immune",0.00025122844841455,1,1,0,"ENSMUSG00000028979",1.84509804001426,3.3096301674259
"1249","Mat1a","Control",NA,NA,"0.06495",1188,"Control",0.534454811714858,1,0,0,"ENSMUSG00000037798",2.19589965240923,3.07481644064517
"1250","Matk","Control",NA,NA,"0.0547",1515,"Control",0.000634821126883529,1,1,0,"ENSMUSG00000004933",1.6232492903979,3.18041263283832
"1251","Mavs","intracellSignaling","Adaptor","Adaptor","0.71004",1530,"Immune",1.52474493208312e-12,1.27181378177448e-09,1,1,"ENSMUSG00000037523",2.37291200297011,3.1846914308176
"1252","Mb","Control",NA,NA,"0.15102",462,"Control",0.387173021207041,1,0,0,"ENSMUSG00000018893",2.26007138798507,2.66464197555613
"1253","Mb21d2","Control",NA,NA,"0.00822",1473,"Control",1,1,0,0,"ENSMUSG00000051065",1.17609125905568,3.16820274684263
"1254","Mbl1","PRR","PRR","CellWallComponents","0.41402",720,"Immune",8.28107545283232e-05,0.003411762048096,1,1,"ENSMUSG00000037780",2.15533603746506,2.85733249643127
"1255","Mbl2","PRR","PRR","CellWallComponents","0.63633",732,"Immune",0,0,1,1,"ENSMUSG00000024863",2.19865708695442,2.86451108105839
"1256","Mblac1","Control",NA,NA,"0.24212",780,"Control",9.88765926559572e-05,0.00716370226129386,1,1,"ENSMUSG00000049285",1.27875360095283,2.89209460269048
"1257","Mc3r","Control",NA,NA,"0.03774",960,"Control",0.00802379783240717,1,1,0,"ENSMUSG00000038537",1.75587485567249,2.98227123303957
"1258","Mcam","Control",NA,NA,"0.26409",1944,"Control",0.000395349245611765,1,1,0,"ENSMUSG00000032135",2.25767857486918,3.28869626059026
"1259","Mcat","Control",NA,NA,"0.13578",1140,"Control",0.592071067670467,1,0,0,"ENSMUSG00000048755",2.29225607135648,3.05690485133647
"1260","Mcm2","Control",NA,NA,"0.02521",2715,"Control",4.92779257413938e-06,1,1,0,"ENSMUSG00000002870",2.38381536598043,3.43376983392487
"1261","Mcoln1","Control",NA,NA,"0.05127",1740,"Control",1,1,0,0,"ENSMUSG00000004567",1.94448267215017,3.2405492482826
"1262","Mcrip1","Control",NA,NA,"0.02129",291,"Control",1,1,0,0,"ENSMUSG00000061111",1.34242268082221,2.46389298898591
"1263","Mdfic2","Control",NA,NA,"0.14926",567,"Control",0.131531791801933,1,0,0,"ENSMUSG00000090667",0.477121254719662,2.75358305889291
"1264","Mdh1","Control",NA,NA,"0.0652",1062,"Control",0.798260387065153,1,0,0,"ENSMUSG00000020321",2.19033169817029,3.02612451674545
"1265","Mdh2","Control",NA,NA,"0.02827",1014,"Control",1,1,0,0,"ENSMUSG00000019179",2.43296929087441,3.00603795499732
"1266","Mdm1","Control",NA,NA,"0.42281",2151,"Control",0.00217725639235675,1,1,0,"ENSMUSG00000020212",1.07918124604762,3.33264041038746
"1267","Mecr","Control",NA,NA,"0.24287",1119,"Control",0.0374924478345151,1,1,0,"ENSMUSG00000028910",1.69019608002851,3.04883008652835
"1268","Mefv","intracellSignaling","otherIntracellSignaling",NA,"0.61132",2427,"Immune",3.61166743894779e-12,1.63330643574985e-07,1,1,"ENSMUSG00000022534",2.19589965240923,3.38506977633193
"1269","Mettl22","Control",NA,NA,"0.20635",1179,"Control",9.88729288103647e-07,0.00255171114911269,1,1,"ENSMUSG00000039345",1.50514997831991,3.07151380509509
"1270","Mettl25","Control",NA,NA,"0.35022",1752,"Control",0.0156442950202923,1,1,0,"ENSMUSG00000036009",1.54406804435028,3.24353410183206
"1271","Mfsd4b4","Control",NA,NA,"0.27867",1509,"Control",0.0287936112560308,1,1,0,"ENSMUSG00000096687",0,3.17868923977559
"1272","Mical1","Control",NA,NA,"0.20866",3096,"Control",0.000106143427333806,1,1,0,"ENSMUSG00000019823",1.46239799789896,3.49080095201086
"1273","Micall1","Control",NA,NA,"0.19134",2496,"Control",0.00589250424508368,1,1,0,"ENSMUSG00000033039",1.41497334797082,3.39724458101039
"1274","Mif","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.04664",345,"Immune",1,1,0,0,"ENSMUSG00000033307",2.05307844348342,2.53781909507327
"1275","Mill1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.75329",975,"Immune",0.00639382277931889,0.183781289323387,1,0,"ENSMUSG00000054005",0.954242509439325,2.98900461569854
"1276","Mill2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.82032",960,"Immune",1.76000531293922e-10,4.44224674620777e-09,1,1,"ENSMUSG00000040987",1.81291335664286,2.98227123303957
"1277","Mindy3","Control",NA,NA,"0.11119",1332,"Control",0.405157598065331,1,0,0,"ENSMUSG00000026767",1.32221929473392,3.12450422483428
"1278","Mink1","Control",NA,NA,"0.02749",3963,"Control",0.229126981869818,1,0,0,"ENSMUSG00000020827",1.6232492903979,3.59802407233419
"1279","Mknk1","Control",NA,NA,"0.07622",1245,"Control",0.421330825564324,1,0,0,"ENSMUSG00000028708",1.36172783601759,3.09516935143176
"1280","Mlc1","Control",NA,NA,"0.06317",1164,"Control",0.0151892816742284,1,1,0,"ENSMUSG00000035805",1,3.06595298031387
"1281","Mme","intracellSignaling","otherIntracellSignaling",NA,"0.06558",2250,"Immune",0.00491515987717303,1,1,0,"ENSMUSG00000027820",2.26951294421792,3.35218251811136
"1282","Mmp2","extracellProteaseInhib","extracellProteaseInhib",NA,"0.05266",1986,"Immune",0.000339546749561107,0.224496346125793,1,0,"ENSMUSG00000031740",2.40312052117582,3.29797924415936
"1283","Mmp3","extracellProteaseInhib","extracellProteaseInhib",NA,"0.25435",1431,"Immune",0.784657260760728,1,0,0,"ENSMUSG00000043613",2.41161970596323,3.15563963375978
"1284","Mmp8","Control",NA,NA,"0.31689",1398,"Control",0.0141660144227611,1,1,0,"ENSMUSG00000005800",2.10720996964787,3.14550717140966
"1285","Mmp9","extracellProteaseInhib","extracellProteaseInhib",NA,"0.22914",2100,"Immune",5.40710308069122e-12,1.09259952269774e-07,1,1,"ENSMUSG00000017737",2.86805636182304,3.32221929473392
"1287","Mob2","Control",NA,NA,"0.08802",798,"Control",0.0666005371755338,0.434454782236454,0,0,"ENSMUSG00000025147",1.44715803134222,2.90200289135073
"1288","Mog","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.19733",723,"Immune",0.0277328328178429,0.574681025551151,1,0,"ENSMUSG00000076439",2.1846914308176,2.85913829729453
"1289","Mogat1","Control",NA,NA,"0.50342",1005,"Control",6.98578405850161e-11,3.41964330065739e-07,1,1,"ENSMUSG00000012187",1.80617997398389,3.00216606175651
"1290","Mon1b","Control",NA,NA,"0.12383",1656,"Control",0.0196993229871976,1,1,0,"ENSMUSG00000078908",1.61278385671974,3.21906033244886
"1291","Morn1","Control",NA,NA,"0.34845",1440,"Control",0.291495331706447,1,0,0,"ENSMUSG00000029049",1.25527250510331,3.15836249209525
"1292","Mphosph10","Control",NA,NA,"0.24317",2016,"Control",4.81654635997074e-05,0.050848711454531,1,0,"ENSMUSG00000030521",2.48429983934679,3.30449052777349
"1293","Mphosph8","Control",NA,NA,"0.24546",2574,"Control",4.16209380733424e-05,1,1,0,"ENSMUSG00000079184",1.93449845124357,3.41060854256837
"1294","Mpig6b","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.37347",699,"Immune",0.153585891776261,1,0,0,"ENSMUSG00000073414",1.27875360095283,2.84447717574568
"1295","Mpl","CytoChemoRecept","CytoChemoRecept","CCRecept","0.26528",1890,"Immune",0.0225901071086319,1,1,0,"ENSMUSG00000006389",2.06069784035361,3.27646180417324
"1296","Mpo",NA,NA,NA,"0.11518",2154,"Immune",0.00110963008932732,1,1,0,"ENSMUSG00000009350",2.46089784275655,3.33324569896196
"1299","Mr1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.32806",1014,"Immune",0.0140938876224784,1,1,0,"ENSMUSG00000026471",1.61278385671974,3.00603795499732
"1300","Mrc1","PRR","PRR","CellWallComponents","0.12341",4368,"Immune",0.184064127368385,1,0,0,"ENSMUSG00000026712",2.45024910831936,3.64028262969668
"1301","Mroh9","Control",NA,NA,"0.45711",2535,"Control",0,0,1,1,"ENSMUSG00000071890",1.11394335230684,3.40397796366935
"1302","Mrpl49","Control",NA,NA,"0.21135",498,"Control",0.000860506167966652,0.00441693990951206,1,1,"ENSMUSG00000007338",2.46834733041216,2.69722934275972
"1303","Mrpl58","Control",NA,NA,"0.1904",618,"Control",1,1,0,0,"ENSMUSG00000018858",2.61278385671974,2.79098847508882
"1304","Mrps10","Control",NA,NA,"0.21258",603,"Control",1,1,0,0,"ENSMUSG00000034729",2.80140371001736,2.78031731214015
"1305","Mrps12","Control",NA,NA,"0.10158",417,"Control",1,1,0,0,"ENSMUSG00000045948",2.83884909073726,2.62013605497376
"1306","Mrps16","Control",NA,NA,"0.17841",405,"Control",1,1,0,0,"ENSMUSG00000049960",2.66558099101795,2.60745502321467
"1307","Ms4a1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.28203",897,"Immune",0.335600687905206,1,0,0,"ENSMUSG00000024673",2.17318626841227,2.95279244304409
"1308","Ms4a2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.4249",726,"Immune",0.0407449305515705,1,1,0,"ENSMUSG00000024680",1.74036268949424,2.86093662070009
"1309","Ms4a7","Control",NA,NA,"0.76044",780,"Control",0.00135452781240437,0.0284005940874326,1,1,"ENSMUSG00000024672",1.53147891704226,2.89209460269048
"1310","Msh3","Control",NA,NA,"0.22306",3285,"Control",0.0298968739740656,1,1,0,"ENSMUSG00000014850",2.21218760440396,3.5165353738958
"1311","Msn",NA,NA,NA,"0.01205",1731,"Immune",1,1,0,0,"ENSMUSG00000031207",2.34635297445064,3.23829706787539
"1312","Mst1","Control",NA,NA,"0.15279",2148,"Control",0.335648714189219,1,0,0,"ENSMUSG00000032591",1.14612803567824,3.33203427702752
"1313","Mstn","Control",NA,NA,"0.04566",1128,"Control",1,1,0,0,"ENSMUSG00000026100",2.14612803567824,3.05230909964732
"1314","Mtg2","Control",NA,NA,"0.22853",1215,"Control",0.635064209704632,1,0,0,"ENSMUSG00000039069",2.15533603746506,3.08457627793433
"1315","Mtor","intracellSignaling","Kinase","Kinase","0.01",7650,"Immune",0.00185690886424924,1,1,0,"ENSMUSG00000028991",2.86510397464113,3.88366143515362
"1316","Mtr","Control",NA,NA,"0.10224",3759,"Control",0.00145915979066115,1,1,0,"ENSMUSG00000021311",2.11058971029925,3.57507232571381
"1317","Mtss1","Control",NA,NA,"0.05616",2277,"Control",0.00210298252751886,1,1,0,"ENSMUSG00000022353",1,3.35736303061514
"1318","Mtss2","Control",NA,NA,"0.03301",2142,"Control",0.000195743217328537,1,1,0,"ENSMUSG00000033763",1.30102999566398,3.33081946649584
"1319","Muc15","Control",NA,NA,"0.51675",993,"Control",0.0811520862969576,0.711352796630307,0,0,"ENSMUSG00000050808",1.85125834871908,2.99694924849538
"1320","Mucl3","Control",NA,NA,"0.7215",1338,"Control",0.00368806787764708,0.2405440195163,1,0,"ENSMUSG00000073408",1.23044892137827,3.1264561134318
"1321","Musk","Control",NA,NA,"0.07504",2673,"Control",0.0162323915558015,1,1,0,"ENSMUSG00000057280",1.79239168949825,3.42699895875654
"1322","Mvb12a","Control",NA,NA,"0.11384",813,"Control",1,1,0,0,"ENSMUSG00000031813",1.68124123737559,2.91009054559407
"1324","Mxd1","Control",NA,NA,"0.06567",648,"Control",1,1,0,0,"ENSMUSG00000001156",1.66275783168157,2.81157500587059
"1325","Mxi1","Control",NA,NA,"0.09119",885,"Control",1,1,0,0,"ENSMUSG00000025025",1.68124123737559,2.94694327069783
"1326","Myc","Control",NA,NA,"0.04827",1353,"Control",0.128889583580459,1,0,0,"ENSMUSG00000022346",2.91907809237607,3.13129779659762
"1327","Myd88","intracellSignaling","Adaptor","Adaptor","0.14949",888,"Immune",2.49191890191559e-06,9.96807135094079e-06,1,1,"ENSMUSG00000032508",2.74663419893758,2.9484129657786
"1328","Myh13","Control",NA,NA,"0.01986",5814,"Control",0.000426740458434127,1,1,0,"ENSMUSG00000060180",1.75587485567249,3.76447502743441
"1329","Myh9",NA,NA,NA,"0.01176",5880,"Immune",0.142514965062374,1,0,0,"ENSMUSG00000022443",2.46686762035411,3.76937732607614
"1330","Myo10",NA,NA,NA,"0.03738",6180,"Immune",3.49264422288827e-08,1,1,0,"ENSMUSG00000022272",1.68124123737559,3.79098847508882
"1331","Myo1a","Control",NA,NA,"0.14227",3129,"Control",0.0340438670271416,1,1,0,"ENSMUSG00000025401",1.77085201164214,3.49540556314619
"1332","Myo1c",NA,NA,NA,"0.02664",3189,"Immune",0.16718881390067,1,0,0,"ENSMUSG00000017774",2.17897694729317,3.50365451924296
"1333","Myo9a","Control",NA,NA,"0.15511",7902,"Control",0.376026131549677,1,0,0,"ENSMUSG00000039585",1.93449845124357,3.89773702534543
"1334","Myo9b",NA,NA,NA,"0.10311",6393,"Immune",0.0442706909513153,1,1,0,"ENSMUSG00000004677",2.03742649794062,3.80570470443386
"1335","Myoz2","Control",NA,NA,"0.08865",792,"Control",0.305856932087497,1,0,0,"ENSMUSG00000028116",2.04532297878666,2.89872518158949
"1336","N4bp1","Effector","Effector","RestrFact","0.21058",2670,"Immune",0.652073777591398,1,0,0,"ENSMUSG00000031652",1.39794000867204,3.42651126136458
"1337","Nab1","Control",NA,NA,"0.05621",1455,"Control",0.0282470141544491,1,1,0,"ENSMUSG00000002881",1.17609125905568,3.16286299332193
"1338","Nabp2","Control",NA,NA,"0.10095",681,"Control",0.920508949863408,1,0,0,"ENSMUSG00000025374",1.6232492903979,2.83314711191279
"1342","Nampt","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.02523",1473,"Immune",0.276654847678397,1,0,0,"ENSMUSG00000020572",2.4345689040342,3.16820274684263
"1343","Ncapg2","Control",NA,NA,"0.2145",3417,"Control",0.000345222551982711,1,1,0,"ENSMUSG00000042029",2.30102999566398,3.53364497879876
"1344","Ncf1","intracellSignaling","otherIntracellSignaling",NA,"0.09824",1206,"Immune",0.0277453497862644,1,1,0,"ENSMUSG00000015950",2.20411998265592,3.08134730780413
"1345","Ncf2","intracellSignaling","otherIntracellSignaling",NA,"0.16189",1578,"Immune",0.000815696420149594,1,1,0,"ENSMUSG00000026480",2,3.1981069988734
"1346","Ncf4","intracellSignaling","otherIntracellSignaling",NA,"0.0644",1017,"Immune",0.754236838173722,1,0,0,"ENSMUSG00000071715",2.12710479836481,3.00732095292274
"1347","Nck1","intracellSignaling","Adaptor","Adaptor","0.02288",1125,"Immune",1,1,0,0,"ENSMUSG00000032475",2.38021124171161,3.05115252244738
"1348","Nck2","intracellSignaling","Adaptor","Adaptor","0.00767",1140,"Immune",1,1,0,0,"ENSMUSG00000066877",2.19312459835446,3.05690485133647
"1349","Nckap1l",NA,NA,NA,"0.08382",3402,"Immune",0.00214578630150725,1,1,0,"ENSMUSG00000022488",2.22271647114758,3.53173430927655
"1350","Ncoa7","Control",NA,NA,"0.20254",2823,"Control",0.0190377775807279,0.305495710074229,1,0,"ENSMUSG00000039697",1.04139268515823,3.45071087814692
"1351","Ncr1","Control",NA,NA,"0.69561",978,"Control",0.000238379273331259,0.0494165113095078,1,1,"ENSMUSG00000062524",2.28555730900777,2.9903388547876
"1352","Ncstn","intracellSignaling","otherIntracellSignaling",NA,"0.14522",2118,"Immune",0.0919232807228375,1,0,0,"ENSMUSG00000003458",1.92941892571429,3.32592595577147
"1353","Ndfip2","Control",NA,NA,"0.17464",1008,"Control",0.0411787874092826,1,1,0,"ENSMUSG00000053253",1.41497334797082,3.00346053210951
"1354","Ndst1","Control",NA,NA,"0.0178",2646,"Control",0.0604742844286363,1,0,0,"ENSMUSG00000054008",1.57978359661681,3.42258983985148
"1355","Ndufa7","Control",NA,NA,"0.17529",339,"Control",0.00138217806061076,0.0357375100686882,1,1,"ENSMUSG00000041881",2.34635297445064,2.53019969820308
"1356","Ndufs1","Control",NA,NA,"0.08583",2181,"Control",0.000333296627671862,1,1,0,"ENSMUSG00000025968",2.51454775266029,3.3386556655787
"1357","Ndufs4","Control",NA,NA,"0.21073",525,"Control",1,1,0,0,"ENSMUSG00000021764",2.42488163663107,2.72015930340596
"1358","Nectin1","Control",NA,NA,"0.04764",1545,"Control",0.0389993881528087,1,1,0,"ENSMUSG00000032012",1.57978359661681,3.18892848376085
"1359","Nedd4","intracellSignaling","Ubiquitinase","Ubiquitinase","0.21307",3438,"Immune",0.00727424497259233,0.357443815319742,1,0,"ENSMUSG00000032216",2.32221929473392,3.53630587235103
"1360","Neil2","Control",NA,NA,"0.37319",990,"Control",0.710625921711828,1,0,0,"ENSMUSG00000035121",1.72427586960079,2.99563519459755
"1361","Nek8","Control",NA,NA,"0.06739",2094,"Control",0.990164948733793,1,0,0,"ENSMUSG00000017405",1.72427586960079,3.32097667734282
"1362","Nfam1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.4996",783,"Immune",0.000322959130214181,0.0432917987645209,1,1,"ENSMUSG00000058099",1.07918124604762,2.89376176205794
"1363","Nfat5","Control",NA,NA,"0.13861",4608,"Control",0.966014344964096,1,0,0,"ENSMUSG00000003847",2.11394335230684,3.66351247041516
"1364","Nfatc1","intracellSignaling","TranscrFact","TranscrFact","0.07912",2817,"Immune",0.136967428942247,1,0,0,"ENSMUSG00000033016",2.25042000230889,3.44978684698577
"1365","Nfatc2","intracellSignaling","TranscrFact","TranscrFact","0.07133",2766,"Immune",0.649295367639749,1,0,0,"ENSMUSG00000027544",2.02118929906994,3.44185217577329
"1366","Nfatc3","intracellSignaling","TranscrFact","TranscrFact","0.17415",3198,"Immune",0.00658941510632859,1,1,0,"ENSMUSG00000031902",1.73239375982297,3.50487845941022
"1367","Nfil3","Control",NA,NA,"0.07706",1386,"Control",1,1,0,0,"ENSMUSG00000056749",1.95904139232109,3.14176323027579
"1368","Nfkb1","intracellSignaling","TranscrFact","TranscrFact","0.13027",2877,"Immune",0.000648128679622526,1,1,0,"ENSMUSG00000028163",2.61172330800734,3.45893986189033
"1369","Nfkb2","intracellSignaling","TranscrFact","TranscrFact","0.10197",2700,"Immune",0.875437818147067,1,0,0,"ENSMUSG00000025225",2.3541084391474,3.43136376415899
"1370","Nfkbia","intracellSignaling","otherIntracellSignaling","Inhibitor","0.05748",942,"Immune",0.100334010767897,1,0,0,"ENSMUSG00000021025",2.72916478969277,2.97405090279288
"1371","Nfkbib","intracellSignaling","otherIntracellSignaling","Inhibitor","0.18343",1065,"Immune",0.00613904011134772,0.0834244210272928,1,0,"ENSMUSG00000030595",2.2148438480477,3.02734960777476
"1372","Nfkbie","intracellSignaling","otherIntracellSignaling","Inhibitor","0.13256",1029,"Immune",1,1,0,0,"ENSMUSG00000023947",2.10037054511756,3.01241537476243
"1373","Nfyc","Control",NA,NA,"0.0336",1005,"Control",1,1,0,0,"ENSMUSG00000032897",1.60205999132796,3.00216606175651
"1374","Nhlrc4","Control",NA,NA,"0.281",408,"Control",0.890734847113793,1,0,0,"ENSMUSG00000090113",0.301029995663981,2.61066016308988
"1375","Nhsl1","Control",NA,NA,"0.25454",4854,"Control",0.0187154541470816,1,1,0,"ENSMUSG00000039835",0.778151250383644,3.68609977199592
"1376","Nipal4","Control",NA,NA,"0.06416",1218,"Control",0.64977749487651,1,0,0,"ENSMUSG00000020411",1.46239799789896,3.08564728829686
"1377","Nisch","Control",NA,NA,"0.10059",4380,"Control",7.23318160879045e-06,1,1,0,"ENSMUSG00000021910",1.61278385671974,3.6414741105041
"1378","Nkain1","Control",NA,NA,"1E-4",621,"Control",1,1,0,0,"ENSMUSG00000078532",0.845098040014257,2.79309160017658
"1379","Nkapl","Control",NA,NA,"0.27027",1164,"Control",0.168053793892999,1,0,0,"ENSMUSG00000059395",1.34242268082221,3.06595298031387
"1380","Nlgn3","Control",NA,NA,"0.01343",2544,"Control",0.260015330492503,1,0,0,"ENSMUSG00000031302",2.10720996964787,3.40551710697638
"1382","Nlrc4","intracellSignaling","otherIntracellSignaling",NA,"0.32296",3081,"Immune",1.96390279883906e-09,0.148966742145028,1,0,"ENSMUSG00000039193",2.04139268515822,3.48869169831694
"1383","Nlrc5","intracellSignaling","Adaptor","Adaptor","0.50437",5355,"Immune",0,7.72091942037565e-15,1,1,"ENSMUSG00000074151",2.05307844348342,3.72875947516787
